Precision,Recall
0.061866125760649086,1.0
0.06221198156682028,0.9959016393442623
0.06238767650834403,0.9959016393442623
0.06245181187355436,0.9959016393442623
0.06532258064516129,0.9959016393442623
0.06626670302699754,0.9959016393442623
0.0662847790507365,0.9959016393442623
0.06690528634361234,0.9959016393442623
0.07063631056625802,0.9918032786885246
0.07078093009651945,0.9918032786885246
0.07538802660753881,0.9754098360655737
0.07562220804084237,0.9713114754098361
0.07584,0.9713114754098361
0.08511408909815284,0.9631147540983607
0.08523757707653247,0.9631147540983607
0.0865849126718692,0.9549180327868853
0.08661710037174722,0.9549180327868853
0.08930624760444615,0.9549180327868853
0.09006571318129107,0.9549180327868853
0.09010054137664346,0.9549180327868853
0.09083820662768032,0.9549180327868853
0.09133858267716535,0.9508196721311475
0.09137455691217014,0.9508196721311475
0.0916633741604109,0.9508196721311475
0.09195402298850575,0.9508196721311475
0.09224652087475149,0.9508196721311475
0.09328508242862887,0.9508196721311475
0.09375,0.9467213114754098
0.09417040358744394,0.9467213114754098
0.09420880913539967,0.9467213114754098
0.09478867459991794,0.9467213114754098
0.09482758620689655,0.9467213114754098
0.09879725085910653,0.9426229508196722
0.09883970777825526,0.9426229508196722
0.09853700516351119,0.9385245901639344
0.0998256320836966,0.9385245901639344
0.09986916703009158,0.9385245901639344
0.10092551784927281,0.9385245901639344
0.1011037527593819,0.9385245901639344
0.10186832740213524,0.9385245901639344
0.10200445434298441,0.9385245901639344
0.10204991087344029,0.9385245901639344
0.10209540793580027,0.9385245901639344
0.10218652387327086,0.9385245901639344
0.10266847580280417,0.930327868852459
0.10285455369279566,0.930327868852459
0.10422405876951331,0.930327868852459
0.10465652374366068,0.930327868852459
0.10470479704797048,0.930327868852459
0.10480147737765466,0.930327868852459
0.10489833641404805,0.930327868852459
0.10499537465309898,0.930327868852459
0.10577819198508853,0.930327868852459
0.10627340823970037,0.930327868852459
0.10637300843486411,0.930327868852459
0.10652275926794932,0.930327868852459
0.10672308415608839,0.930327868852459
0.10677328316086547,0.930327868852459
0.11105626850937808,0.9221311475409836
0.11127596439169139,0.9221311475409836
0.11144130757800892,0.9221311475409836
0.11149653121902874,0.9221311475409836
0.11160714285714286,0.9221311475409836
0.11177347242921014,0.9221311475409836
0.1113873694679264,0.9180327868852459
0.11166500498504486,0.9180327868852459
0.11434405308831036,0.9180327868852459
0.11481291645310097,0.9180327868852459
0.11487179487179487,0.9180327868852459
0.11493073370959467,0.9180327868852459
0.11498973305954825,0.9180327868852459
0.1152856407617087,0.9180327868852459
0.11600207146556188,0.9180327868852459
0.11618257261410789,0.9180327868852459
0.11624286455630514,0.9180327868852459
0.11636363636363636,0.9180327868852459
0.11642411642411643,0.9180327868852459
0.11648465938637545,0.9180327868852459
0.11602497398543184,0.9139344262295082
0.11608537220197813,0.9139344262295082
0.11614583333333334,0.9139344262295082
0.11632759520083463,0.9139344262295082
0.11663179916317992,0.9139344262295082
0.11669283097854527,0.9139344262295082
0.11706036745406824,0.9139344262295082
0.1171218487394958,0.9139344262295082
0.117740232312566,0.9139344262295082
0.1178646934460888,0.9139344262295082
0.11811440677966102,0.9139344262295082
0.11830238726790451,0.9139344262295082
0.11925133689839572,0.9139344262295082
0.11989247311827957,0.9139344262295082
0.11995696611081226,0.9139344262295082
0.12021563342318059,0.9139344262295082
0.12034538586076632,0.9139344262295082
0.12860438292964244,0.9139344262295082
0.1286785920369302,0.9139344262295082
0.12817551963048499,0.9098360655737705
0.1283236994219653,0.9098360655737705
0.12937062937062938,0.9098360655737705
0.1294460641399417,0.9098360655737705
0.1295215869311552,0.9098360655737705
0.13074204946996468,0.9098360655737705
0.1311572700296736,0.9057377049180327
0.13170441001191896,0.9057377049180327
0.13233532934131736,0.9057377049180327
0.13916876574307305,0.9057377049180327
0.13952020202020202,0.9057377049180327
0.14022842639593908,0.9057377049180327
0.1405852417302799,0.9057377049180327
0.14193548387096774,0.9016393442622951
0.142949967511371,0.9016393442622951
0.14304291287386217,0.9016393442622951
0.14313597918022122,0.9016393442622951
0.14341590612777053,0.9016393442622951
0.14369693011103854,0.9016393442622951
0.14407334643091027,0.9016393442622951
0.1440846001321877,0.8934426229508197
0.14466666666666667,0.889344262295082
0.14485981308411214,0.889344262295082
0.14524765729585007,0.889344262295082
0.14544235924932977,0.889344262295082
0.14573539288112827,0.889344262295082
0.14602960969044415,0.889344262295082
0.14612794612794613,0.889344262295082
0.14652261985145174,0.889344262295082
0.14711864406779662,0.889344262295082
0.14741847826086957,0.889344262295082
0.14771953710006808,0.889344262295082
0.14812286689419796,0.889344262295082
0.1484268125854993,0.889344262295082
0.14852840520191649,0.889344262295082
0.1492743607463718,0.8852459016393442
0.14989590562109645,0.8852459016393442
0.15,0.8852459016393442
0.15041782729805014,0.8852459016393442
0.1506276150627615,0.8852459016393442
0.1509433962264151,0.8852459016393442
0.15254237288135594,0.8852459016393442
0.15275813295615276,0.8852459016393442
0.15308291991495393,0.8852459016393442
0.15406562054208273,0.8852459016393442
0.15439599714081487,0.8852459016393442
0.15450643776824036,0.8852459016393442
0.15461703650680028,0.8852459016393442
0.15472779369627507,0.8852459016393442
0.1548480463096961,0.8770491803278688
0.1549601737871108,0.8770491803278688
0.15507246376811595,0.8770491803278688
0.15541031227305738,0.8770491803278688
0.1555232558139535,0.8770491803278688
0.1564327485380117,0.8770491803278688
0.15654718361375275,0.8770491803278688
0.15735294117647058,0.8770491803278688
0.15746872700515085,0.8770491803278688
0.15719557195571957,0.8729508196721312
0.15731166912850814,0.8729508196721312
