False Positive Rate,True Positive Rate
0.0,0.0
0.0,0.0037593984962406013
0.0,0.15037593984962405
0.00027100271002710027,0.15037593984962405
0.00027100271002710027,0.22180451127819548
0.0005420054200542005,0.22180451127819548
0.0005420054200542005,0.24436090225563908
0.0008130081300813008,0.24436090225563908
0.0008130081300813008,0.24812030075187969
0.001084010840108401,0.24812030075187969
0.001084010840108401,0.2781954887218045
0.0013550135501355014,0.2781954887218045
0.0013550135501355014,0.3157894736842105
0.001897018970189702,0.3157894736842105
0.001897018970189702,0.3609022556390977
0.002168021680216802,0.3609022556390977
0.002168021680216802,0.38721804511278196
0.0024390243902439024,0.38721804511278196
0.0024390243902439024,0.40225563909774437
0.0027100271002710027,0.40225563909774437
0.0027100271002710027,0.40601503759398494
0.002981029810298103,0.40601503759398494
0.002981029810298103,0.40977443609022557
0.0032520325203252032,0.40977443609022557
0.0032520325203252032,0.41353383458646614
0.004336043360433604,0.41353383458646614
0.004336043360433604,0.42105263157894735
0.008672086720867209,0.42105263157894735
0.008672086720867209,0.424812030075188
0.01002710027100271,0.424812030075188
0.01002710027100271,0.42857142857142855
0.010298102981029811,0.42857142857142855
0.010298102981029811,0.4473684210526316
0.01056910569105691,0.4473684210526316
0.01056910569105691,0.45112781954887216
0.012737127371273712,0.45112781954887216
0.012737127371273712,0.45864661654135336
0.015718157181571817,0.45864661654135336
0.015718157181571817,0.462406015037594
0.016260162601626018,0.462406015037594
0.016260162601626018,0.46616541353383456
0.01869918699186992,0.46616541353383456
0.01869918699186992,0.4699248120300752
0.02005420054200542,0.4699248120300752
0.02005420054200542,0.47368421052631576
0.022493224932249322,0.47368421052631576
0.022493224932249322,0.48120300751879697
0.024390243902439025,0.48120300751879697
0.024390243902439025,0.4849624060150376
0.025474254742547425,0.4849624060150376
0.025474254742547425,0.48872180451127817
0.02710027100271003,0.48872180451127817
0.02710027100271003,0.4924812030075188
0.027371273712737128,0.4924812030075188
0.027371273712737128,0.49624060150375937
0.02926829268292683,0.49624060150375937
0.02926829268292683,0.5
0.03116531165311653,0.5
0.03116531165311653,0.5075187969924813
0.03143631436314363,0.5075187969924813
0.03143631436314363,0.5112781954887218
0.033062330623306234,0.5112781954887218
0.033062330623306234,0.5150375939849624
0.03333333333333333,0.5150375939849624
0.03333333333333333,0.518796992481203
0.036314363143631435,0.518796992481203
0.036314363143631435,0.5225563909774437
0.03712737127371274,0.5225563909774437
0.03712737127371274,0.5263157894736842
0.03875338753387534,0.5263157894736842
0.03875338753387534,0.5300751879699248
0.04092140921409214,0.5300751879699248
0.04092140921409214,0.5338345864661654
0.04769647696476965,0.5338345864661654
0.04769647696476965,0.5375939849624061
0.04932249322493225,0.5375939849624061
0.04932249322493225,0.5413533834586466
0.06070460704607046,0.5413533834586466
0.06070460704607046,0.5451127819548872
0.06097560975609756,0.5451127819548872
