False Positive Rate,True Positive Rate
0.0,0.0
0.0,0.0037593984962406013
0.0,0.011278195488721804
0.0005420054200542005,0.011278195488721804
0.0005420054200542005,0.015037593984962405
0.0008130081300813008,0.015037593984962405
0.0008130081300813008,0.06015037593984962
0.0013550135501355014,0.06015037593984962
0.0013550135501355014,0.06390977443609022
0.0016260162601626016,0.06390977443609022
0.0016260162601626016,0.07142857142857142
0.001897018970189702,0.07142857142857142
0.001897018970189702,0.09022556390977443
0.002168021680216802,0.09022556390977443
0.002168021680216802,0.09398496240601503
0.0024390243902439024,0.09398496240601503
0.0024390243902439024,0.15037593984962405
0.0027100271002710027,0.15037593984962405
0.0027100271002710027,0.18045112781954886
0.002981029810298103,0.18045112781954886
0.002981029810298103,0.20300751879699247
0.0035230352303523035,0.20300751879699247
0.0035230352303523035,0.23308270676691728
0.003794037940379404,0.23308270676691728
0.003794037940379404,0.2518796992481203
0.0040650406504065045,0.2518796992481203
0.0040650406504065045,0.2631578947368421
0.004336043360433604,0.2631578947368421
0.004336043360433604,0.30451127819548873
0.004607046070460705,0.30451127819548873
0.004607046070460705,0.3082706766917293
0.005420054200542005,0.3082706766917293
0.005420054200542005,0.3233082706766917
0.005691056910569106,0.3233082706766917
0.005691056910569106,0.3458646616541353
0.005962059620596206,0.3458646616541353
0.005962059620596206,0.34962406015037595
0.0065040650406504065,0.34962406015037595
0.0065040650406504065,0.3533834586466165
0.006775067750677507,0.3533834586466165
0.006775067750677507,0.35714285714285715
0.007046070460704607,0.35714285714285715
0.007046070460704607,0.36466165413533835
0.007317073170731708,0.36466165413533835
0.007317073170731708,0.37969924812030076
0.007588075880758808,0.37969924812030076
0.007588075880758808,0.39097744360902253
0.007859078590785908,0.39097744360902253
0.007859078590785908,0.39473684210526316
0.008130081300813009,0.39473684210526316
0.008130081300813009,0.39849624060150374
0.008401084010840108,0.39849624060150374
0.008401084010840108,0.40601503759398494
0.008672086720867209,0.40601503759398494
0.008672086720867209,0.42105263157894735
0.01002710027100271,0.42105263157894735
0.01002710027100271,0.424812030075188
0.01056910569105691,0.424812030075188
0.01056910569105691,0.42857142857142855
0.01084010840108401,0.42857142857142855
0.01084010840108401,0.43609022556390975
0.011111111111111112,0.43609022556390975
0.011111111111111112,0.4398496240601504
0.011653116531165311,0.4398496240601504
0.011653116531165311,0.44360902255639095
0.011924119241192412,0.44360902255639095
0.011924119241192412,0.45112781954887216
0.012466124661246613,0.45112781954887216
0.012466124661246613,0.45864661654135336
0.013279132791327914,0.45864661654135336
0.013279132791327914,0.46616541353383456
0.013550135501355014,0.46616541353383456
0.013550135501355014,0.4774436090225564
0.013821138211382113,0.4774436090225564
0.013821138211382113,0.48872180451127817
0.015718157181571817,0.48872180451127817
0.015718157181571817,0.49624060150375937
0.016802168021680216,0.49624060150375937
0.016802168021680216,0.5037593984962406
