FPR,TPR
0.0,0.0
0.0,0.0037593984962406013
0.0,0.14285714285714285
0.00027100271002710027,0.14285714285714285
0.00027100271002710027,0.21428571428571427
0.0005420054200542005,0.21428571428571427
0.0005420054200542005,0.23308270676691728
0.0008130081300813008,0.23308270676691728
0.0008130081300813008,0.2518796992481203
0.001084010840108401,0.2518796992481203
0.001084010840108401,0.2706766917293233
0.0013550135501355014,0.2706766917293233
0.0013550135501355014,0.3007518796992481
0.0016260162601626016,0.3007518796992481
0.0016260162601626016,0.30451127819548873
0.001897018970189702,0.30451127819548873
0.001897018970189702,0.3308270676691729
0.002168021680216802,0.3308270676691729
0.002168021680216802,0.38345864661654133
0.0024390243902439024,0.38345864661654133
0.0024390243902439024,0.38721804511278196
0.002981029810298103,0.38721804511278196
0.002981029810298103,0.39849624060150374
0.0032520325203252032,0.39849624060150374
0.0032520325203252032,0.40225563909774437
0.004336043360433604,0.40225563909774437
0.004336043360433604,0.40977443609022557
0.004878048780487805,0.40977443609022557
0.004878048780487805,0.41729323308270677
0.005962059620596206,0.41729323308270677
0.005962059620596206,0.42105263157894735
0.00921409214092141,0.42105263157894735
0.00921409214092141,0.424812030075188
0.01002710027100271,0.424812030075188
0.01002710027100271,0.4398496240601504
0.01084010840108401,0.4398496240601504
0.01084010840108401,0.44360902255639095
0.011382113821138212,0.44360902255639095
0.011382113821138212,0.4473684210526316
0.013008130081300813,0.4473684210526316
0.013008130081300813,0.4548872180451128
0.016802168021680216,0.4548872180451128
0.016802168021680216,0.462406015037594
0.02195121951219512,0.462406015037594
0.02195121951219512,0.46616541353383456
0.022764227642276424,0.46616541353383456
0.022764227642276424,0.48120300751879697
0.023577235772357725,0.48120300751879697
0.023577235772357725,0.4849624060150376
0.026287262872628725,0.4849624060150376
0.026287262872628725,0.48872180451127817
0.027371273712737128,0.48872180451127817
0.027371273712737128,0.4924812030075188
0.028184281842818428,0.4924812030075188
0.028184281842818428,0.49624060150375937
0.02926829268292683,0.49624060150375937
0.02926829268292683,0.5
0.02981029810298103,0.5
0.02981029810298103,0.5037593984962406
0.03035230352303523,0.5037593984962406
0.03035230352303523,0.5075187969924813
0.032791327913279135,0.5075187969924813
0.032791327913279135,0.5150375939849624
0.034959349593495934,0.5150375939849624
0.034959349593495934,0.518796992481203
0.03739837398373984,0.518796992481203
0.03739837398373984,0.5263157894736842
0.03848238482384824,0.5263157894736842
0.03848238482384824,0.5300751879699248
0.04607046070460705,0.5300751879699248
0.04607046070460705,0.5338345864661654
0.04715447154471545,0.5338345864661654
0.04715447154471545,0.5375939849624061
0.04905149051490515,0.5375939849624061
0.04905149051490515,0.5413533834586466
0.05230352303523035,0.5413533834586466
0.05230352303523035,0.5451127819548872
0.05907859078590786,0.5451127819548872
0.05907859078590786,0.5488721804511278
0.05934959349593496,0.5488721804511278
