,actor_id,label,predicted_label_BotHawk,predicted_label_BoDeGha,predicted_label_bothunter
439,220864,Human,0,0,0
440,29735669,Human,0,1,1
441,10810421,Human,1,0,0
442,3375968,Bot,1,0,0
443,16867443,Human,0,0,0
444,61106285,Human,0,0,0
445,92114575,Bot,1,1,1
446,53823544,Human,0,0,0
447,60674295,Human,0,0,0
448,368084,Human,0,0,0
449,46053893,Human,0,0,0
450,36441664,Human,1,0,0
451,32226909,Human,0,0,0
452,254647,Human,0,0,0
453,56469371,Bot,1,0,0
454,26551020,Human,1,0,0
455,19328147,Bot,1,0,1
456,2719629,Human,0,0,0
457,1926585,Human,1,0,0
458,15520314,Human,0,0,0
459,6620091,Human,1,0,0
460,82299066,Bot,1,1,1
461,4718607,Human,1,0,0
462,1993032,Human,1,0,0
463,45966964,Human,0,0,0
464,17809581,Human,0,0,0
465,91878298,Human,0,0,0
466,1686843,Human,0,0,0
467,1551593,Human,0,1,0
468,54940324,Bot,1,0,0
469,51695571,Human,0,1,1
470,2770146,Human,0,1,1
471,844343,Human,0,0,0
472,2228672,Human,0,0,0
473,3119428,Human,0,0,0
474,25687724,Bot,1,0,0
475,20700669,Human,0,0,1
476,23646532,Human,0,0,0
477,19258,Human,0,0,0
478,71154457,Human,0,0,0
479,71242396,Bot,1,0,0
480,5048516,Human,0,0,0
481,3874064,Human,0,0,0
482,116385,Human,1,0,0
483,1556794,Human,0,0,0
484,86369174,Bot,1,0,0
485,29491781,Human,0,0,0
486,43080478,Bot,1,0,0
487,24424871,Human,1,0,0
488,79050917,Human,0,1,1
489,52870424,Human,0,0,0
490,15893131,Bot,1,0,0
491,13532591,Human,0,0,0
492,33099090,Human,1,0,0
493,578310,Human,0,0,0
494,1497628,Human,0,0,0
495,10933561,Human,0,0,0
496,50728904,Human,0,0,0
497,80542304,Human,0,0,0
498,18283033,Human,0,0,0
499,4398246,Human,0,0,0
500,43352940,Human,1,0,0
501,620768,Human,0,0,0
502,18592035,Human,1,0,0
503,33018532,Human,0,0,0
504,35190819,Human,0,0,0
505,158150,Human,0,0,0
506,509220,Human,0,0,0
507,4807083,Human,0,0,0
508,461711,Human,0,0,0
509,11812946,Human,1,0,0
510,43691873,Human,0,0,0
511,41809,Human,0,1,0
512,13213802,Human,1,0,0
513,465279,Human,1,0,1
514,55352601,Human,0,0,0
515,31474567,Human,0,0,0
516,4170616,Bot,1,0,0
517,43030857,Human,0,0,0
518,6868147,Human,0,0,0
519,22237570,Human,1,0,0
520,3077884,Human,0,0,1
521,996983,Human,0,0,0
522,49736102,Bot,1,0,0
523,1765418,Human,1,0,0
524,25566498,Human,0,0,0
525,83668334,Bot,1,0,0
526,47618415,Human,0,0,0
527,4289625,Human,0,0,0
528,24176136,Human,0,0,0
529,872612,Human,0,0,0
530,5420529,Human,0,0,0
531,152281,Human,1,0,0
532,62626583,Human,0,0,0
533,526307,Human,0,0,0
534,12268675,Human,0,0,0
535,57364268,Bot,1,0,0
536,10550807,Human,1,0,0
537,9095191,Human,0,0,0
538,8732845,Human,0,0,0
539,59577,Human,0,0,0
540,58536023,Human,0,0,0
541,1690993,Human,0,0,0
542,51449285,Human,1,0,0
543,84385465,Human,0,0,0
544,1763949,Human,0,0,0
545,18440794,Human,1,0,0
546,23524935,Human,0,0,0
547,75331162,Human,0,0,0
548,4923335,Human,0,0,0
549,71041607,Human,0,0,0
550,31466760,Human,0,0,0
551,34622776,Human,0,0,0
552,227713,Human,0,0,0
553,73383951,Human,0,0,0
554,71036629,Human,0,0,0
555,8851122,Human,1,0,0
556,31853855,Human,1,0,0
557,9217533,Human,1,0,0
558,60452960,Human,1,0,0
559,37626415,Bot,1,1,1
560,29136904,Human,0,0,0
561,273266,Human,1,0,0
562,77021077,Bot,1,0,0
563,56601352,Human,0,0,0
564,992878,Human,0,0,0
565,20963210,Bot,1,0,0
566,52199148,Bot,1,0,0
567,3895341,Bot,1,0,0
568,26586327,Bot,1,0,0
569,7299249,Human,0,0,0
570,72009413,Human,0,0,0
571,31047340,Bot,1,0,0
572,2544838,Human,1,0,0
573,31677740,Bot,1,0,0
574,60386806,Bot,1,0,0
575,775050,Human,0,0,0
576,4681584,Human,1,0,0
577,2182307,Human,0,0,0
578,41968677,Bot,1,0,0
579,74184545,Human,1,0,0
580,1551911,Human,1,0,0
581,42293979,Human,0,0,0
582,8606919,Human,1,0,0
583,2005841,Human,0,0,0
584,17727163,Human,0,0,0
585,6032561,Human,1,0,0
586,21219146,Human,1,0,0
587,20937011,Human,1,0,0
588,62436772,Human,0,0,0
589,42748379,Bot,1,0,0
590,348496,Human,0,0,0
591,6481596,Human,0,0,0
592,2606959,Human,0,0,0
593,3027310,Human,0,0,0
594,9423774,Human,0,0,0
595,2960492,Human,1,1,1
596,46681084,Human,1,0,0
597,36771401,Bot,1,0,0
598,31901150,Bot,1,0,0
599,79102,Human,0,0,0
600,24581081,Human,0,0,0
601,7117978,Human,0,1,1
602,13301940,Human,0,0,0
603,40892567,Human,0,0,0
604,75001577,Human,0,0,0
605,17950965,Human,0,0,0
606,25311884,Bot,1,0,0
607,63493438,Bot,1,0,0
608,500,Human,0,1,1
609,6727250,Human,0,0,0
610,20389726,Human,1,0,0
611,6537332,Human,0,0,0
612,565661,Human,0,0,0
613,27112484,Bot,1,0,0
614,12696650,Human,1,0,0
615,3974108,Human,0,0,0
616,53064568,Human,0,0,0
617,3190488,Human,0,0,0
618,37334640,Human,0,0,0
619,60662775,Human,0,0,0
620,6771947,Human,0,0,0
621,12948692,Human,0,0,0
622,46231,Human,0,1,1
623,432127,Human,0,0,0
624,34349915,Human,1,0,0
625,8349537,Human,0,0,0
626,39011611,Human,0,1,1
627,4980711,Human,1,0,0
628,36490558,Bot,1,0,0
629,5635476,Human,0,0,0
630,5668787,Human,0,0,0
631,5633066,Human,0,0,0
632,3222928,Human,1,0,0
633,16214023,Human,0,0,0
634,49693820,Human,0,0,0
635,1265995,Bot,1,0,0
636,33906690,Bot,1,0,0
637,18677354,Human,0,0,0
638,119164,Human,0,0,0
639,26440463,Bot,1,0,0
640,1512021,Human,1,0,0
641,55310213,Human,1,0,0
642,5209952,Human,0,0,0
643,49127376,Human,0,0,0
644,4198115,Human,0,0,0
645,51391473,Human,0,0,0
646,26342317,Human,0,1,0
647,35768171,Human,0,0,0
648,22779605,Bot,1,0,0
649,7128721,Human,0,0,0
650,21194285,Human,1,0,0
651,30045531,Human,1,0,0
652,7223028,Human,1,1,0
653,1779249,Bot,1,0,0
654,4790,Human,1,0,0
655,1385770,Human,0,0,0
656,21261007,Human,0,0,0
657,22067021,Human,0,0,0
658,174662,Human,0,0,0
659,295709,Human,0,0,0
660,11542693,Human,0,0,0
661,738765,Human,1,0,1
662,40244233,Human,0,1,0
663,12393718,Human,1,0,0
664,40143,Human,0,0,0
665,666683,Human,0,0,0
666,85256266,Human,0,0,0
667,71294927,Human,1,0,0
668,54860867,Human,0,0,0
669,65395387,Human,1,0,0
670,866677,Human,0,0,0
671,10359577,Human,1,1,1
672,45374034,Human,1,0,0
673,6761856,Human,0,0,0
674,180551,Human,1,0,0
675,25694730,Human,0,0,0
676,12143653,Human,1,0,0
677,13489381,Human,0,0,0
678,72609355,Human,0,0,0
679,26112239,Human,0,1,1
680,2604887,Human,0,0,0
681,4427160,Human,0,0,0
682,249779,Human,0,0,0
683,909222,Human,0,0,0
684,1539046,Human,0,0,0
685,63261637,Human,0,0,0
686,7762949,Human,0,0,0
687,74506764,Bot,1,0,0
688,22807629,Human,0,1,1
689,18018452,Human,0,0,0
690,53905247,Human,0,0,0
691,46801700,Human,1,0,0
692,89894075,Human,0,0,0
693,25559053,Human,1,0,0
694,1183,Human,0,0,0
695,32149596,Human,0,0,0
696,1134,Human,0,0,0
697,75508020,Human,1,1,0
698,34695204,Bot,1,0,0
699,56873669,Human,0,0,0
700,22865991,Human,1,0,0
701,468751,Human,1,0,0
702,495429,Human,0,0,0
703,465629,Human,0,0,0
704,4984825,Human,0,0,0
705,2046846,Human,0,0,0
706,4298407,Human,0,0,0
707,417981,Human,0,0,0
708,55560129,Human,0,0,0
709,10775043,Human,0,1,0
710,7897760,Human,0,0,0
711,5365358,Human,0,1,1
712,67733299,Bot,0,0,0
713,622699,Human,0,0,0
714,285797,Human,0,0,0
715,108653,Human,0,1,0
716,6315466,Human,0,0,0
717,54665036,Human,0,0,0
718,2349470,Human,0,0,0
719,1908873,Human,0,1,1
720,9613701,Human,1,0,1
721,955033,Human,0,0,0
722,18333116,Bot,1,0,0
723,2114189,Human,0,0,0
724,2174564,Human,0,0,0
725,215030,Human,0,0,0
726,45343541,Human,1,0,0
727,1676121,Human,0,0,0
728,1304918,Human,1,0,0
729,46776329,Human,0,0,0
730,58249729,Human,0,0,0
731,68746461,Human,0,0,0
732,7645362,Human,0,0,0
733,59910950,Human,0,1,0
734,74645302,Human,0,1,1
735,8975114,Human,0,0,0
736,62093618,Human,0,0,0
737,18662871,Human,1,0,0
738,21175639,Human,0,0,0
739,215702,Human,0,1,1
740,62978449,Human,0,1,1
741,2322354,Human,0,0,0
742,7167300,Human,0,0,0
743,3968443,Human,0,0,0
744,42625018,Human,0,0,0
745,66550865,Human,1,0,0
746,47642099,Human,1,0,1
747,4038041,Human,0,0,0
748,3199183,Human,0,0,0
749,14831261,Human,0,1,0
750,2128464,Human,1,0,0
751,22739822,Human,0,0,0
752,654902,Human,1,0,0
753,6974902,Human,0,0,0
754,3380016,Human,1,0,0
755,32544373,Human,0,1,0
756,129737,Human,0,0,0
757,13323303,Human,0,0,0
758,7675847,Human,0,0,0
759,26118465,Human,0,0,0
760,42296182,Human,0,0,0
761,6550035,Human,0,1,1
762,10861600,Bot,1,0,0
763,8050853,Human,0,0,0
764,22508290,Human,0,0,0
765,187848,Human,0,0,0
766,36027403,Human,0,1,0
767,28524381,Bot,1,0,0
768,15524035,Human,0,0,0
769,6806011,Human,0,0,0
770,62853952,Human,0,1,1
771,63473496,Human,0,0,0
772,63029101,Bot,1,0,0
773,1755362,Human,0,0,0
774,376455,Human,0,0,0
775,7872329,Human,0,0,0
776,3468483,Human,0,0,0
777,54312959,Human,0,0,0
778,76584243,Human,0,0,0
779,1907413,Human,0,1,0
780,303487,Human,0,1,1
781,4563792,Human,0,0,0
782,52682268,Bot,1,0,0
783,63816999,Bot,1,0,0
784,1542409,Human,1,0,0
785,78213164,Human,0,0,0
786,84067571,Human,1,0,0
787,6706544,Human,0,1,1
788,2315673,Human,0,1,1
789,54591257,Human,1,0,0
790,66651997,Human,0,0,0
791,8864000,Bot,1,0,0
792,12817816,Human,0,1,1
793,4971975,Human,0,0,0
794,16985475,Human,1,1,0
795,44570539,Human,0,0,0
796,21358010,Human,1,0,0
797,1317792,Human,0,0,0
798,845983,Human,0,0,0
799,20194490,Human,0,0,0
800,23625821,Human,0,0,0
801,11766139,Human,0,0,0
802,352441,Human,0,0,0
803,37937762,Human,1,1,1
804,1408600,Human,0,0,0
805,45637986,Human,0,1,1
806,78701779,Human,0,0,0
807,55827009,Human,1,0,0
808,6594915,Human,0,0,0
809,1460122,Human,0,0,0
810,68362169,Human,1,0,0
811,4687791,Human,0,0,0
812,3914230,Human,0,0,0
813,51150235,Bot,1,0,0
814,831648,Human,0,0,0
815,59071,Human,0,0,0
816,9455094,Human,0,1,0
817,9286933,Human,1,1,1
818,17270325,Bot,1,1,0
819,8751635,Human,0,1,1
820,472311,Human,0,0,0
821,13859395,Human,1,0,0
822,7804791,Human,0,0,0
823,79815764,Human,0,0,0
824,49533950,Human,0,0,0
825,987136,Human,0,0,0
826,21292037,Human,1,0,0
827,35702532,Human,0,0,0
828,53217558,Human,0,0,0
829,5799331,Human,0,0,0
830,3598852,Human,0,0,0
831,19857467,Human,0,1,1
832,3002344,Human,0,0,0
833,505046,Human,1,0,0
834,76971465,Human,0,0,0
835,12678528,Human,0,0,0
836,13513812,Human,0,0,0
837,22216761,Human,0,0,0
838,40526986,Human,0,0,0
839,31410839,Human,0,0,0
840,395641,Human,0,0,0
841,271966,Human,0,1,0
842,20182680,Bot,1,0,0
843,82119979,Human,0,0,0
844,434655,Human,0,0,0
845,25405787,Bot,1,1,0
846,48117473,Human,1,0,0
847,22001478,Human,0,0,0
848,17916609,Human,0,0,0
849,16418547,Human,0,0,0
850,6377684,Human,0,0,0
851,845552,Human,1,1,1
852,66076021,Human,0,0,1
853,21308003,Human,0,0,0
854,61630653,Human,1,0,0
855,234708,Human,0,0,0
856,121129,Human,0,0,0
857,54043106,Human,0,0,0
858,7855765,Human,0,0,0
859,1122389,Human,0,1,1
860,63282184,Human,0,1,0
861,20305734,Human,0,0,0
862,61279246,Human,0,1,1
863,3599813,Human,0,0,0
864,6766851,Human,0,0,0
865,351553,Human,0,0,0
866,25178594,Human,0,0,0
867,10153298,Bot,1,0,0
868,516118,Human,0,0,0
869,278988,Human,0,1,0
870,2159629,Bot,1,0,0
871,66250972,Human,0,0,0
872,81188,Human,0,1,1
873,3713580,Human,0,1,0
874,48654350,Human,0,0,0
875,93940821,Human,0,1,0
876,1957806,Human,0,0,1
877,59826753,Human,0,0,0
878,24736507,Human,1,0,0
879,5551758,Human,0,0,0
880,28789723,Human,0,0,1
881,77425744,Human,0,0,1
882,75058881,Human,0,0,0
883,42699471,Human,0,0,0
884,88904,Human,0,0,0
885,25494577,Human,0,0,0
886,20694532,Human,0,1,1
887,26888375,Human,0,0,0
888,16906199,Human,0,0,0
889,37012961,Human,0,0,0
890,24516654,Human,0,1,0
891,20234,Human,0,0,0
892,120810,Human,0,1,1
893,12854129,Human,0,0,0
894,61319150,Human,0,0,0
895,17502689,Human,0,0,0
896,413772,Human,0,0,0
897,55404786,Human,0,0,0
898,2594236,Human,0,0,0
899,7195563,Human,0,0,0
900,68724349,Human,0,0,0
901,12075600,Human,0,0,0
902,70960898,Human,0,0,0
903,335541,Human,0,0,0
904,20752424,Human,0,0,0
905,3849072,Human,1,0,0
906,4021595,Human,0,0,0
907,38477514,Human,0,0,0
908,6112010,Human,0,0,0
909,22045163,Human,0,0,0
910,39034242,Human,0,0,0
911,3538226,Human,0,0,0
912,16936,Human,1,0,0
913,15659410,Human,1,0,0
914,4312414,Human,0,0,0
915,64969005,Human,0,0,0
916,1799054,Human,0,0,0
917,14037268,Human,0,0,0
918,920512,Human,1,0,0
919,46193371,Human,0,0,0
920,10329648,Human,1,0,0
921,32783916,Human,0,0,0
922,48603081,Human,0,0,0
923,43588962,Human,0,0,0
924,50598611,Human,0,1,1
925,7945706,Human,1,1,1
