False Positive Rate,True Positive Rate
0.0,0.0
0.0,0.11278195488721804
0.00027100271002710027,0.15789473684210525
0.0016260162601626016,0.19924812030075187
0.001897018970189702,0.19924812030075187
0.001897018970189702,0.23308270676691728
0.001897018970189702,0.23684210526315788
0.0024390243902439024,0.23684210526315788
0.0032520325203252032,0.2781954887218045
0.0032520325203252032,0.2819548872180451
0.0040650406504065045,0.3157894736842105
0.004336043360433604,0.33458646616541354
0.004607046070460705,0.33458646616541354
0.004878048780487805,0.3383458646616541
0.004878048780487805,0.34210526315789475
0.005691056910569106,0.3684210526315789
0.006233062330623307,0.3684210526315789
0.007588075880758808,0.40225563909774437
0.008130081300813009,0.40225563909774437
0.00975609756097561,0.42105263157894735
0.00975609756097561,0.42857142857142855
0.01002710027100271,0.4398496240601504
0.011111111111111112,0.45864661654135336
0.011924119241192412,0.45864661654135336
0.013279132791327914,0.46616541353383456
0.013821138211382113,0.46616541353383456
0.014905149051490514,0.48120300751879697
0.015447154471544716,0.48120300751879697
0.016531165311653117,0.5
0.016802168021680216,0.5
0.017615176151761516,0.5037593984962406
0.01788617886178862,0.5037593984962406
0.01869918699186992,0.5075187969924813
0.01924119241192412,0.5075187969924813
0.01924119241192412,0.5112781954887218
0.02032520325203252,0.5225563909774437
0.020596205962059622,0.5225563909774437
0.022764227642276424,0.5375939849624061
0.022764227642276424,0.5451127819548872
0.023577235772357725,0.556390977443609
0.023848238482384824,0.5601503759398496
0.023848238482384824,0.5639097744360902
0.024119241192411923,0.5639097744360902
0.025474254742547425,0.575187969924812
0.025745257452574527,0.575187969924812
0.026287262872628725,0.575187969924812
0.027642276422764227,0.5827067669172933
0.03035230352303523,0.5864661654135338
0.03116531165311653,0.5864661654135338
0.032520325203252036,0.5977443609022557
0.032791327913279135,0.5977443609022557
0.03414634146341464,0.6090225563909775
0.034688346883468835,0.6090225563909775
0.034959349593495934,0.6127819548872181
0.03766937669376694,0.6203007518796992
0.03766937669376694,0.6240601503759399
0.04037940379403794,0.6390977443609023
0.041463414634146344,0.6578947368421053
0.04173441734417344,0.6578947368421053
0.04390243902439024,0.6616541353383458
0.044986449864498644,0.6766917293233082
0.04742547425474255,0.6917293233082706
0.04769647696476965,0.6917293233082706
0.05040650406504065,0.6992481203007519
0.05040650406504065,0.7030075187969925
0.05257452574525745,0.7142857142857143
0.053116531165311655,0.7142857142857143
0.056368563685636856,0.7255639097744361
0.05880758807588076,0.7368421052631579
0.05934959349593496,0.7368421052631579
0.06260162601626017,0.7406015037593985
0.06504065040650407,0.7481203007518797
0.06504065040650407,0.7518796992481203
0.06531165311653117,0.7518796992481203
0.06856368563685637,0.7593984962406015
0.07018970189701897,0.7669172932330827
0.07235772357723577,0.7706766917293233
0.07262872628726287,0.7706766917293233
0.07425474254742548,0.7819548872180451
0.07452574525745258,0.7819548872180451
0.07750677506775068,0.7857142857142857
0.08292682926829269,0.7969924812030075
0.08319783197831979,0.7969924812030075
0.08590785907859079,0.8045112781954887
0.08617886178861789,0.8045112781954887
0.08915989159891599,0.8120300751879699
0.0953929539295393,0.8157894736842105
0.0986449864498645,0.8157894736842105
0.0991869918699187,0.8157894736842105
0.10325203252032521,0.8195488721804511
0.1035230352303523,0.8195488721804511
0.1070460704607046,0.8270676691729323
0.11246612466124661,0.8308270676691729
0.11273712737127371,0.8308270676691729
0.11517615176151762,0.8345864661654135
0.11517615176151762,0.8383458646616542
0.12032520325203253,0.8421052631578947
0.12086720867208672,0.8421052631578947
0.12520325203252033,0.8458646616541353
0.12547425474254742,0.8458646616541353
0.12872628726287264,0.8609022556390977
0.13387533875338753,0.8759398496240601
0.13902439024390245,0.8759398496240601
0.13956639566395665,0.8759398496240601
0.14525745257452574,0.8759398496240601
0.15121951219512195,0.8759398496240601
0.15149051490514906,0.8759398496240601
0.15447154471544716,0.8759398496240601
0.15501355013550136,0.8759398496240601
0.16016260162601625,0.8796992481203008
0.16883468834688348,0.8834586466165414
0.16937669376693767,0.8834586466165414
0.17588075880758808,0.8872180451127819
0.17615176151761516,0.8872180451127819
0.183739837398374,0.8909774436090225
0.19295392953929538,0.8909774436090225
0.2010840108401084,0.8984962406015038
0.2078590785907859,0.8984962406015038
0.2151761517615176,0.8984962406015038
0.2252032520325203,0.8984962406015038
0.23333333333333334,0.9022556390977443
0.23387533875338753,0.9022556390977443
0.24146341463414633,0.9097744360902256
0.24146341463414633,0.9135338345864662
0.25474254742547425,0.9172932330827067
0.26422764227642276,0.9172932330827067
0.26449864498644987,0.9172932330827067
0.2764227642276423,0.9210526315789473
0.2915989159891599,0.924812030075188
0.3032520325203252,0.924812030075188
0.3132791327913279,0.9285714285714286
0.32710027100271005,0.9285714285714286
0.3273712737127371,0.9285714285714286
0.3463414634146341,0.9323308270676691
0.34688346883468835,0.9323308270676691
0.3642276422764228,0.9323308270676691
0.3761517615176152,0.9323308270676691
0.39295392953929537,0.9398496240601504
0.41192411924119243,0.943609022556391
0.4289972899728997,0.943609022556391
0.44769647696476966,0.9473684210526315
0.4682926829268293,0.9473684210526315
0.46856368563685635,0.9473684210526315
0.4902439024390244,0.9473684210526315
0.5121951219512195,0.9473684210526315
0.5382113821138211,0.9548872180451128
0.5682926829268292,0.9548872180451128
0.5964769647696477,0.9624060150375939
0.6257452574525745,0.9624060150375939
0.656910569105691,0.9699248120300752
0.6878048780487804,0.9699248120300752
0.7241192411924119,0.9699248120300752
0.7571815718157181,0.9736842105263158
0.7932249322493224,0.981203007518797
0.8306233062330624,0.9887218045112782
0.8742547425474255,0.9924812030075187
0.918970189701897,0.9962406015037594
0.9558265582655826,0.9962406015037594
0.9853658536585366,0.9962406015037594
1.0,1.0
